name,salary_from,salary_to,salary_currency,area_name,published_at
"Электрик, механик, электромонтер по ремонту и обслуживанию оборудования",40000,,RUR,Березовский (Свердловская область),2022-12-17T11:10:48+0300
Оператор-наладчик станков ЧПУ,85000,,RUR,Брянск,2022-12-17T12:46:34+0300
"Специалист службы поддержки, входящая линия",40500,,RUR,Брянск,2022-12-17T10:10:14+0300
Механик по выпуску автобусов,20000,45000,RUR,Омск,2022-12-17T08:23:05+0300
Системный администратор,80000,,RUR,Москва,2022-12-17T17:38:46+0300
Инженер-электронщик логистического робота (Embedded),,,,Москва,2022-12-17T16:23:31+0300
Инженер по наладке и испытаниям,50000,,RUR,Челябинск,2022-12-17T07:22:16+0300
Оператор ЧПУ,50000,,RUR,Краснодар,2022-12-17T10:24:23+0300
Старший технический писатель,,,,Москва,2022-12-17T13:08:09+0300
Токарь 4 разряда (механический участок),80000,,RUR,Донской,2022-12-17T14:01:05+0300
Сервисный инженер по ремонту и обслуживанию почтоматов,50000,,RUR,Подольск (Московская область),2022-12-17T19:20:37+0300
Оператор станка с ЧПУ (мойка и покраска стекла),70000,85000,RUR,Екатеринбург,2022-12-17T15:09:55+0300
Младший консультант 1С,,,,Москва,2022-12-17T16:10:28+0300
Мантажник по подключению интернета 4G физическим лицам (коттеджи),120000,250000,RUR,Обнинск,2022-12-17T15:47:35+0300
Middle+ Backend Python/Django specialist (Сербия),,,,Москва,2022-12-17T17:12:52+0300
Машинист экструдера,50000,,RUR,Казань,2022-12-17T12:18:15+0300
Project-manager/IT-аналитик/Бизнес-аналитик,70000,100000,KGS,Бишкек,2022-12-17T11:14:14+0300
Программист Linux/С++,550000,,KZT,Алматы,2022-12-17T11:18:29+0300
Налоговый консультант,65000,75000,RUR,Москва,2022-12-17T15:32:54+0300
IT-Специалист в Управление технической поддержки ServiceDesk (Сопровождение информационных систем),,,,Алматы,2022-12-17T06:34:32+0300
Технический директор,,250000,RUR,Москва,2022-12-17T15:32:20+0300
Системный аналитик (Источники данных),,,,Москва,2022-12-17T00:05:08+0300
Токарь,106000,126000,RUR,Великий Новгород,2022-12-17T12:05:23+0300
Программист 1С,120000,210000,RUR,Москва,2022-12-17T18:05:00+0300
IT Manager,,,,Астана,2022-12-17T11:24:14+0300
Наладчик технологического оборудования,60000,,RUR,Александров,2022-12-17T10:09:12+0300
Программист 1C,,,,Москва,2022-12-17T11:00:21+0300
Middle/Senior Backend developer PHP,,,,Новосибирск,2022-12-17T13:08:15+0300
Разработчик C/C++,,,,Ташкент,2022-12-17T11:23:22+0300
Сервисный инженер промышленного оборудования,45000,110000,RUR,Нижний Новгород,2022-12-17T11:46:04+0300
Technical support specialist,30000,35000,RUR,Саратов,2022-12-17T11:24:55+0300
Инженер отдела технической поддержки,70000,80000,RUR,Москва,2022-12-17T12:25:18+0300
Механик,120000,120000,RUR,Новосибирск,2022-12-17T07:11:02+0300
Аналитик,,,,Пермь,2022-12-17T11:08:56+0300
Технический писатель,,80000,RUR,Москва,2022-12-17T11:07:32+0300
Бизнес-аналитик 1С (удаленно),150000,250000,RUR,Санкт-Петербург,2022-12-17T13:33:54+0300
Инженер ИТ,30000,,RUR,Воронеж,2022-12-17T14:31:17+0300
Product manager (IoT Навигация),,,,Москва,2022-12-17T12:22:04+0300
Системный администратор,80000,120000,RUR,Москва,2022-12-17T19:27:33+0300
Менеджер проектов/ Проектный менеджер,,,,Москва,2022-12-17T10:09:39+0300
Инженер по выпуску ЭЦП,70000,,RUR,Санкт-Петербург,2022-12-17T15:14:56+0300
Электрик,60000,80000,RUR,Фрязино,2022-12-17T13:26:58+0300
Токарь,106000,126000,RUR,Оренбург,2022-12-17T12:05:23+0300
Фрезеровщик,50000,120000,RUR,Нижний Новгород,2022-12-17T10:38:22+0300
Маркетолог-аналитик,50000,80000,RUR,Екатеринбург,2022-12-17T06:08:36+0300
Оператор станка с ЧПУ,60000,,RUR,Подольск (Московская область),2022-12-17T09:34:48+0300
Менеджер продукта,,,,Москва,2022-12-17T14:21:48+0300
Администратор Bitrix/сайтов,,,,Минск,2022-12-17T15:30:56+0300
DevOps Engineer,4000,5700,EUR,Тбилиси,2022-12-17T17:23:19+0300
Lead Project manager ML,,,,Москва,2022-12-17T13:33:26+0300
Руководитель проектов (R&D),,,,Москва,2022-12-17T18:33:40+0300
Дизайнер,,,,Подольск (Московская область),2022-12-17T09:56:22+0300
Сервисный инженер слаботочных систем,80000,100000,RUR,Москва,2022-12-17T22:48:16+0300
Дизайнер,50000,100000,RUR,Санкт-Петербург,2022-12-17T12:02:43+0300
Программист 1С,,,,Москва,2022-12-17T10:07:13+0300
Программист C#/ASP.NET,,,,Минск,2022-12-17T12:13:38+0300
Ведущий системный аналитик (руководитель группы),,,,Москва,2022-12-17T17:16:56+0300
Руководитель IT проектов,100000,180000,RUR,Нижний Новгород,2022-12-17T11:44:03+0300
Менеджер по работе с маркетплейсом Wildberries,,,,Москва,2022-12-17T14:50:11+0300
Инженер-программист АСУ ТП,120000,,RUR,Москва,2022-12-17T10:08:09+0300
Дизайнер Интерьеров (Жилые Пространства),150000,,RUR,Москва,2022-12-17T10:05:03+0300
Специалист по сопровождению ПО в Отдел обеспечения безопасности информационных систем,,,,Минск,2022-12-17T11:08:34+0300
Системный администратор,60000,65000,RUR,Санкт-Петербург,2022-12-17T11:36:24+0300
Инженер технического сопровождения,90000,,RUR,Раменское,2022-12-17T12:47:14+0300
Продуктовый аналитик,,,,Москва,2022-12-17T10:25:03+0300
Старший консультант BI/Разработчик Power BI,,,,Санкт-Петербург,2022-12-17T15:30:50+0300
"FullStack разработчик (JavaScript, Node.JS) middle+",,,,Екатеринбург,2022-12-17T16:51:36+0300
Product owner,150000,,RUR,Санкт-Петербург,2022-12-17T13:25:44+0300
Руководитель IT проектов (удаленно),,200000,RUR,Москва,2022-12-17T12:18:09+0300
Системный администратор,50000,,RUR,Москва,2022-12-17T17:20:09+0300
Системный администратор,,,,Москва,2022-12-17T08:15:57+0300
Технический специалист по Google таблицам в FinTech стартап,40000,60000,RUR,Краснодар,2022-12-17T14:46:05+0300
C++ developer,,,,Воронеж,2022-12-17T09:54:39+0300
Аналитик,,,,Самара,2022-12-17T10:50:12+0300
Сервисный Инженер слаботочных систем,80000,100000,RUR,Серпухов,2022-12-17T22:48:14+0300
Токарь,,,,Мирный (Республика Саха (Якутия)),2022-12-17T10:47:21+0300
Токарь,106000,126000,RUR,Курск,2022-12-17T12:05:23+0300
Python developer,120000,240000,RUR,Санкт-Петербург,2022-12-17T13:10:29+0300
Комьюнити-менеджер,45000,,RUR,Санкт-Петербург,2022-12-17T13:11:40+0300
Графический дизайнер,,,,Санкт-Петербург,2022-12-17T14:46:18+0300
Ведущий системный администратор,80000,100000,RUR,Ростов-на-Дону,2022-12-17T15:52:05+0300
Руководитель группы разработки (Team Lead),,,,Москва,2022-12-17T18:53:50+0300
Backend-разработчик (node.js),175000,,RUR,Санкт-Петербург,2022-12-17T16:09:29+0300
Специалист поддержки CRM системы,25000,40000,RUR,Новосибирск,2022-12-17T13:17:01+0300
Сервисный инженер по медицинскому оборудованию,,,,Екатеринбург,2022-12-17T06:45:59+0300
Руководитель СТО,100000,100000,RUR,Барнаул,2022-12-17T11:01:31+0300
Специалист клиентской поддержки в FinTech стартап,20000,30000,RUR,Краснодар,2022-12-17T11:52:25+0300
Инженер-метролог,67000,70000,RUR,Ростов-на-Дону,2022-12-17T14:34:51+0300
Методолог/Администратор проектного офиса,,,,Москва,2022-12-17T22:24:59+0300
Программирующий математик (моделирование),,,,Москва,2022-12-17T19:07:06+0300
Руководитель креативного отдела,300000,,RUR,Москва,2022-12-17T14:15:27+0300
Project manager/Business Analyst,,,,Минск,2022-12-17T11:20:21+0300
"Разработчик С++ (CAN, CANOPEN, ROS)",,,,Москва,2022-12-17T16:19:00+0300
Менеджер активных продаж/ Руководитель проектов наружных инженерных сетей,60000,500000,RUR,Краснодар,2022-12-17T08:06:43+0300
Оператор станка с ЧПУ лазерной резки,60000,,RUR,Апрелевка,2022-12-17T09:58:01+0300
Инженер по обслуживанию торгового оборудования (кофейного),45000,60000,RUR,Тверь,2022-12-17T22:27:41+0300
Интегратор Битрикс24 / Bitrix24,1000000,1200000,KZT,Астана,2022-12-17T07:08:08+0300
Системный администратор,55000,,RUR,Москва,2022-12-17T09:45:12+0300
Специалист по ИТ-поддержке пользователей,,,,Москва,2022-12-17T16:57:38+0300
Программист-разработчик (frontend),150000,,RUR,Ярославль,2022-12-17T19:17:03+0300
Менеджер IT-проектов,,,,Краснодар,2022-12-17T21:26:23+0300
Программист,,,,Тула,2022-12-17T14:34:38+0300
Программист PHP (Junior и Middle),,,,Санкт-Петербург,2022-12-17T18:16:45+0300
Сервис специалист (подключение интернета),,,,Москва,2022-12-17T16:57:25+0300
